Id_member,Tanggal,Deskripsi_barang,Kategori
1807,2015-05-18,kerang,Ikan Segar
2067,2015-12-08,pare,Sayuran
3783,2015-02-17,wortel,Sayuran
2884,2015-04-01,kangkung,Sayuran
2908,2015-03-15,wortel,Sayuran
1330,2015-10-07,penyedap rasa,Bahan dan Bumbu Makanan
2293,2015-08-05,roti bolu,Makanan dan Minuman
3718,2015-05-20,kerang,Ikan Segar
4338,2015-01-25,nanas,Buah-buahan
3486,2015-08-11,wortel,Sayuran
3635,2015-04-09,anggur,Buah-buahan
2857,2015-02-18,pare,Sayuran
3684,2015-08-13,buah jeruk,Buah-buahan
3120,2015-10-20,pisang,Buah-buahan
3872,2015-03-19,sosis,Makanan dan Minuman
2777,2015-07-04,susu sapi,Makanan dan Minuman
2702,2015-05-27,ikan lele,Ikan Segar
4796,2015-06-29,daging ayam,Daging-dagingan
1564,2015-10-23,sosis,Makanan dan Minuman
2740,2015-02-07,daging bebek,Daging-dagingan
1833,2015-04-13,tepung beras,Bahan dan Bumbu Makanan
1757,2015-12-23,pare,Sayuran
2975,2015-10-24,roti bolu,Makanan dan Minuman
4032,2015-10-08,bayam,Sayuran
3979,2015-09-16,buah jeruk,Buah-buahan
3772,2015-09-03,susu sapi,Makanan dan Minuman
4523,2015-10-28,sosis,Makanan dan Minuman
4004,2015-04-19,kopi,Makanan dan Minuman
2936,2015-08-06,daging sapi,Daging-dagingan
2394,2015-06-21,wortel,Sayuran
4616,2015-08-16,wortel,Sayuran
2362,2015-08-07,wortel,Sayuran
3593,2015-03-11,nanas,Buah-buahan
4389,2015-08-27,ikan lele,Ikan Segar
3206,2015-11-08,tepung tapioka,Bahan dan Bumbu Makanan
4601,2015-04-01,nanas,Buah-buahan
4382,2015-11-13,daging sapi,Daging-dagingan
2718,2015-08-06,sosis,Makanan dan Minuman
4691,2015-12-10,lobster,Ikan Segar
3735,2015-11-28,soda,Bahan dan Bumbu Makanan
3900,2015-12-20,apel,Buah-buahan
4959,2015-06-30,bayam,Sayuran
1815,2015-08-30,daging sapi,Daging-dagingan
2454,2015-08-04,daging sapi,Daging-dagingan
4778,2015-01-15,daging sapi,Daging-dagingan
2289,2015-04-11,air mineral,Makanan dan Minuman
1734,2015-07-13,roti bolu,Makanan dan Minuman
4019,2015-05-02,daun singkong,Sayuran
4605,2015-05-28,ikan lele,Ikan Segar
4864,2015-11-14,nanas,Buah-buahan
4205,2015-02-22,daging sapi,Daging-dagingan
1862,2015-03-08,daging sapi,Daging-dagingan
1846,2015-07-19,roti bolu,Makanan dan Minuman
2019,2015-05-28,buah jeruk,Buah-buahan
2042,2015-11-19,daging sapi,Daging-dagingan
1768,2015-05-26,gurita,Ikan Segar
3847,2015-03-26,daging sapi,Daging-dagingan
3557,2015-07-20,daging sapi,Daging-dagingan
3975,2015-02-27,kerang,Ikan Segar
4198,2015-03-18,daging sapi,Daging-dagingan
2580,2015-04-09,daging sapi,Daging-dagingan
3474,2015-08-25,pare,Sayuran
1678,2015-11-14,buah jeruk,Buah-buahan
4254,2015-08-14,yogurt,Makanan dan Minuman
4704,2015-08-21,apel,Buah-buahan
3343,2015-10-05,sosis,Makanan dan Minuman
3812,2015-06-24,daging sapi,Daging-dagingan
3093,2015-03-13,bubur instan,Makanan dan Minuman
2170,2015-06-18,wortel,Sayuran
4867,2015-10-29,roti bolu,Makanan dan Minuman
3899,2015-03-23,bayam,Sayuran
2941,2015-03-10,kerang,Ikan Segar
1958,2015-03-07,kerang,Ikan Segar
2760,2015-08-08,sosis,Makanan dan Minuman
4413,2015-03-08,kepiting,Ikan Segar
1737,2015-05-15,apel,Buah-buahan
4202,2015-02-18,soda,Bahan dan Bumbu Makanan
1065,2015-11-13,sosis,Makanan dan Minuman
3819,2015-06-28,daging ayam,Daging-dagingan
2854,2015-08-02,kopi,Makanan dan Minuman
4387,2015-09-16,susu sapi,Makanan dan Minuman
4530,2015-12-04,margarin,Bahan dan Bumbu Makanan
4191,2015-03-11,apel,Buah-buahan
3102,2015-04-12,daging sapi,Daging-dagingan
1946,2015-01-25,bubuk lada,Bahan dan Bumbu Makanan
2156,2015-05-15,penyedap rasa,Bahan dan Bumbu Makanan
1444,2015-12-16,roti bolu,Makanan dan Minuman
1699,2015-05-14,buah jeruk,Buah-buahan
4954,2015-04-05,susu sapi,Makanan dan Minuman
2207,2015-08-04,sosis,Makanan dan Minuman
4826,2015-01-28,daging sapi,Daging-dagingan
2374,2015-08-06,sosis,Makanan dan Minuman
1604,2015-08-18,sosis,Makanan dan Minuman
4437,2015-11-29,minyak goreng,Bahan dan Bumbu Makanan
2319,2015-10-05,susu sapi,Makanan dan Minuman
3018,2015-06-27,roti bolu,Makanan dan Minuman
1195,2015-09-28,susu sapi,Makanan dan Minuman
1768,2015-04-09,sosis,Makanan dan Minuman
3017,2015-09-28,melon,Buah-buahan
3384,2015-11-29,air mineral,Makanan dan Minuman
1918,2015-01-30,daging sapi,Daging-dagingan
2524,2015-10-17,sosis,Makanan dan Minuman
2798,2015-06-17,daging ayam,Daging-dagingan
2096,2015-01-25,sosis,Makanan dan Minuman
1489,2015-03-13,ikan lele,Ikan Segar
1431,2015-07-20,yogurt,Makanan dan Minuman
2747,2015-05-07,susu sapi,Makanan dan Minuman
3054,2015-03-22,sosis,Makanan dan Minuman
2691,2015-09-10,daging sapi,Daging-dagingan
1752,2015-04-19,nanas,Buah-buahan
3027,2015-09-15,sosis,Makanan dan Minuman
4452,2015-06-17,daun singkong,Sayuran
4129,2015-08-13,daging ayam,Daging-dagingan
3523,2015-09-11,pare,Sayuran
2128,2015-11-02,susu sapi,Makanan dan Minuman
4867,2015-03-02,daging bebek,Daging-dagingan
4762,2015-10-30,roti bolu,Makanan dan Minuman
1632,2015-05-29,terong,Sayuran
4018,2015-11-17,yogurt,Makanan dan Minuman
1722,2015-07-13,apel,Buah-buahan
1438,2015-10-19,apel,Buah-buahan
3958,2015-10-27,melon,Buah-buahan
3292,2015-09-13,daging sapi,Daging-dagingan
2861,2015-02-23,susu sapi,Makanan dan Minuman
1757,2015-02-24,ikan lele,Ikan Segar
1509,2015-12-30,bayam,Sayuran
2364,2015-11-05,roti bolu,Makanan dan Minuman
3084,2015-10-26,sosis,Makanan dan Minuman
1850,2015-02-17,yogurt,Makanan dan Minuman
1949,2015-03-17,susu sapi,Makanan dan Minuman
4740,2015-02-10,air mineral,Makanan dan Minuman
1072,2015-10-23,sosis,Makanan dan Minuman
4196,2015-09-07,roti bolu,Makanan dan Minuman
4814,2015-09-13,susu sapi,Makanan dan Minuman
1514,2015-02-28,roti bolu,Makanan dan Minuman
4584,2015-10-25,daging ayam,Daging-dagingan
2751,2015-03-02,apel,Buah-buahan
4155,2015-09-24,sosis,Makanan dan Minuman
4670,2015-11-10,sosis,Makanan dan Minuman
4566,2015-07-27,sosis,Makanan dan Minuman
2371,2015-08-30,susu sapi uht,Makanan dan Minuman
3442,2015-11-14,roti bolu,Makanan dan Minuman
3090,2015-09-27,wortel,Sayuran
1457,2015-09-01,yogurt,Makanan dan Minuman
4952,2015-08-04,tepung beras,Bahan dan Bumbu Makanan
3165,2015-11-01,roti bolu,Makanan dan Minuman
2608,2015-09-19,roti bolu,Makanan dan Minuman
2040,2015-07-10,gurita,Ikan Segar
1327,2015-09-08,roti bolu,Makanan dan Minuman
3363,2015-07-01,roti bolu,Makanan dan Minuman
1731,2015-09-09,kepiting,Ikan Segar
2760,2015-02-08,buah jeruk,Buah-buahan
3120,2015-01-14,air mineral,Makanan dan Minuman
1332,2015-04-30,daun singkong,Sayuran
4530,2015-12-09,minyak goreng,Bahan dan Bumbu Makanan
3145,2015-02-23,daging sapi,Daging-dagingan
1099,2015-08-13,ikan salmon,Ikan Segar
3188,2015-06-12,apel,Buah-buahan
3748,2015-10-13,kentang,Sayuran
4655,2015-03-31,susu sapi,Makanan dan Minuman
1827,2015-01-05,daging sapi,Daging-dagingan
2485,2015-02-17,bawang merah,Sayuran
4683,2015-01-15,sosis,Makanan dan Minuman
4358,2015-06-11,daging sapi,Daging-dagingan
1931,2015-09-10,daging sapi,Daging-dagingan
2490,2015-12-18,sosis,Makanan dan Minuman
4842,2015-08-12,daging ayam,Daging-dagingan
4616,2015-01-01,wortel,Sayuran
2810,2015-09-22,sosis,Makanan dan Minuman
2785,2015-10-18,apel,Buah-buahan
3591,2015-07-20,sosis,Makanan dan Minuman
3896,2015-10-09,sosis,Makanan dan Minuman
3842,2015-01-07,daging sapi,Daging-dagingan
2648,2015-10-07,apel,Buah-buahan
4688,2015-02-10,yogurt,Makanan dan Minuman
3511,2015-08-26,sosis,Makanan dan Minuman
3084,2015-04-09,kepiting,Ikan Segar
3810,2015-07-05,anggur,Buah-buahan
4348,2015-02-26,gurita,Ikan Segar
3584,2015-10-03,melon,Buah-buahan
2620,2015-11-06,kacang telur,Makanan dan Minuman
2716,2015-01-18,sosis,Makanan dan Minuman
3797,2015-10-08,bayam,Sayuran
2976,2015-02-06,beras,Bahan dan Bumbu Makanan
2762,2015-07-11,daging sapi,Daging-dagingan
3752,2015-04-25,wortel,Sayuran
1659,2015-11-30,kopi,Makanan dan Minuman
4109,2015-08-02,beri,Buah-buahan
1542,2015-07-08,ikan lele,Ikan Segar
2068,2015-07-06,sosis,Makanan dan Minuman
4509,2015-06-14,ikan lele,Ikan Segar
4646,2015-06-14,sosis,Makanan dan Minuman
2122,2015-07-04,daging kambing,Daging-dagingan
2730,2015-06-15,daging ayam,Daging-dagingan
1800,2015-07-31,cuka,Bahan dan Bumbu Makanan
1456,2015-09-18,roti bolu,Makanan dan Minuman
1138,2015-02-09,susu sapi,Makanan dan Minuman
4104,2015-12-06,ikan lele,Ikan Segar
4985,2015-02-28,roti bolu,Makanan dan Minuman
3181,2015-12-13,anggur,Buah-buahan
3178,2015-10-21,sosis,Makanan dan Minuman
1688,2015-10-11,mie instan,Bahan dan Bumbu Makanan
1488,2015-11-28,bawang merah,Sayuran
4975,2015-08-05,apel,Buah-buahan
4697,2015-09-01,bayam,Sayuran
4742,2015-11-01,daging sapi,Daging-dagingan
2640,2015-04-22,bayam,Sayuran
2548,2015-12-25,melon,Buah-buahan
2825,2015-12-29,sosis,Makanan dan Minuman
2592,2015-04-07,wortel,Sayuran
3622,2015-12-28,daging sapi,Daging-dagingan
4852,2015-08-21,kentang,Sayuran
1839,2015-03-09,daging sapi,Daging-dagingan
2413,2015-04-04,susu sapi,Makanan dan Minuman
2982,2015-06-14,wortel,Sayuran
1981,2015-10-31,daging ayam,Daging-dagingan
4440,2015-09-21,roti bolu,Makanan dan Minuman
3497,2015-11-24,cabai rawit,Sayuran
3668,2015-12-18,pare,Sayuran
4460,2015-05-28,daun singkong,Sayuran
1335,2015-01-16,sosis,Makanan dan Minuman
4303,2015-07-12,daging ayam,Daging-dagingan
3508,2015-02-28,daging kambing,Daging-dagingan
1959,2015-03-19,buah jeruk,Buah-buahan
3856,2015-06-03,sosis,Makanan dan Minuman
3141,2015-07-29,pare,Sayuran
4640,2015-09-25,pare,Sayuran
4851,2015-05-25,kepiting,Ikan Segar
3306,2015-09-22,sosis,Makanan dan Minuman
2193,2015-08-04,pare,Sayuran
1156,2015-09-13,beri,Buah-buahan
4596,2015-08-04,kerang,Ikan Segar
1245,2015-08-10,apel,Buah-buahan
1515,2015-05-07,sosis,Makanan dan Minuman
2564,2015-07-14,sosis,Makanan dan Minuman
4527,2015-10-18,soda,Bahan dan Bumbu Makanan
2487,2015-09-07,kacang telur,Makanan dan Minuman
3420,2015-02-27,daging sapi,Daging-dagingan
4442,2015-11-28,susu sapi,Makanan dan Minuman
3164,2015-04-30,ikan lele,Ikan Segar
3601,2015-01-04,susu sapi,Makanan dan Minuman
3176,2015-05-25,kepiting,Ikan Segar
2568,2015-07-22,ikan lele,Ikan Segar
1856,2015-10-26,pare,Sayuran
3859,2015-09-30,wortel,Sayuran
1668,2015-08-21,buah jeruk,Buah-buahan
4499,2015-08-23,nanas,Buah-buahan
1753,2015-08-21,pare,Sayuran
3829,2015-06-25,apel,Buah-buahan
4825,2015-08-01,daging sapi,Daging-dagingan
3694,2015-10-11,daging ayam,Daging-dagingan
4147,2015-02-01,buah jeruk,Buah-buahan
2196,2015-09-10,daging sapi,Daging-dagingan
2229,2015-05-22,bubuk lada,Bahan dan Bumbu Makanan
4724,2015-03-09,buah jeruk,Buah-buahan
3066,2015-11-10,daging bebek,Daging-dagingan
1120,2015-08-06,daging sapi,Daging-dagingan
4769,2015-08-22,buah jeruk,Buah-buahan
4711,2015-09-17,sosis,Makanan dan Minuman
2391,2015-06-22,buah jeruk,Buah-buahan
1216,2015-04-03,jahe,Bahan dan Bumbu Makanan
3154,2015-05-14,buah jeruk,Buah-buahan
3911,2015-07-30,sosis,Makanan dan Minuman
3111,2015-10-15,penyedap rasa,Bahan dan Bumbu Makanan
1385,2015-11-26,susu sapi,Makanan dan Minuman
1158,2015-03-21,yogurt,Makanan dan Minuman
2733,2015-07-22,yogurt,Makanan dan Minuman
4999,2015-12-26,air mineral,Makanan dan Minuman
2882,2015-12-06,beri,Buah-buahan
2590,2015-06-25,kentang,Sayuran
4249,2015-04-08,sosis,Makanan dan Minuman
3012,2015-03-05,kacang polong,Sayuran
1533,2015-07-11,buah jeruk,Buah-buahan
1667,2015-12-01,daging sapi,Daging-dagingan
4323,2015-05-13,susu sapi,Makanan dan Minuman
2087,2015-02-22,bayam,Sayuran
1853,2015-05-31,daging sapi,Daging-dagingan
2157,2015-10-29,ikan tongkol,Ikan Segar
1136,2015-10-29,bayam,Sayuran
2049,2015-07-10,apel,Buah-buahan
3122,2015-02-05,kopi,Makanan dan Minuman
2245,2015-05-15,sosis,Makanan dan Minuman
4746,2015-10-18,daging sapi,Daging-dagingan
4224,2015-02-24,daging ayam,Daging-dagingan
4219,2015-03-19,beri,Buah-buahan
2641,2015-01-01,mangga,Buah-buahan
3173,2015-07-25,tepung beras,Bahan dan Bumbu Makanan
2191,2015-10-19,daging sapi,Daging-dagingan
4212,2015-07-04,daging ayam,Daging-dagingan
1902,2015-01-12,daging ayam,Daging-dagingan
1347,2015-03-27,daging sapi,Daging-dagingan
1578,2015-06-23,kentang,Sayuran
1264,2015-11-23,gula,Bahan dan Bumbu Makanan
4632,2015-09-30,sosis,Makanan dan Minuman
3452,2015-01-11,beri,Buah-buahan
4822,2015-10-02,air mineral,Makanan dan Minuman
3987,2015-06-18,sosis,Makanan dan Minuman
1672,2015-07-10,susu sapi,Makanan dan Minuman
4864,2015-01-12,kacang telur,Makanan dan Minuman
3368,2015-09-03,sosis,Makanan dan Minuman
1283,2015-09-22,pare,Sayuran
4428,2015-06-28,sosis,Makanan dan Minuman
2577,2015-10-25,sosis,Makanan dan Minuman
1973,2015-10-24,daging sapi,Daging-dagingan
3284,2015-01-23,udang,Ikan Segar
1905,2015-05-19,gula,Bahan dan Bumbu Makanan
2226,2015-09-03,beri,Buah-buahan
1932,2015-04-09,yogurt,Makanan dan Minuman
4506,2015-11-08,ikan lele,Ikan Segar
1843,2015-11-27,kepiting,Ikan Segar
3973,2015-07-27,melon,Buah-buahan
1651,2015-07-28,daging sapi,Daging-dagingan
3997,2015-12-10,ikan lele,Ikan Segar
4796,2015-08-25,roti bolu,Makanan dan Minuman
1245,2015-09-24,anggur,Buah-buahan
3579,2015-08-17,kentang,Sayuran
4387,2015-10-02,pare,Sayuran
2496,2015-06-29,daging ayam,Daging-dagingan
3590,2015-03-28,daging ayam,Daging-dagingan
2890,2015-04-26,ikan tongkol,Ikan Segar
1401,2015-01-27,wortel,Sayuran
3297,2015-05-21,bayam,Sayuran
2867,2015-12-23,daging ayam,Daging-dagingan
1365,2015-05-20,bayam,Sayuran
2355,2015-07-24,apel,Buah-buahan
1170,2015-03-19,susu sapi,Makanan dan Minuman
3554,2015-03-21,daging sapi,Daging-dagingan
4171,2015-01-26,sosis,Makanan dan Minuman
3963,2015-09-17,susu sapi,Makanan dan Minuman
3076,2015-08-12,roti bolu,Makanan dan Minuman
1629,2015-05-17,buah jeruk,Buah-buahan
1366,2015-05-30,susu sapi,Makanan dan Minuman
3677,2015-07-29,daun singkong,Sayuran
2844,2015-05-21,apel,Buah-buahan
4509,2015-09-28,keju,Makanan dan Minuman
3245,2015-11-05,soda,Bahan dan Bumbu Makanan
2294,2015-06-22,daging sapi,Daging-dagingan
1234,2015-11-20,nastar,Makanan dan Minuman
3001,2015-12-24,susu sapi,Makanan dan Minuman
3587,2015-05-08,pare,Sayuran
2700,2015-01-22,soda,Bahan dan Bumbu Makanan
3838,2015-12-14,melon,Buah-buahan
4045,2015-12-22,air mineral,Makanan dan Minuman
1858,2015-04-25,kentang,Sayuran
2280,2015-11-01,apel,Buah-buahan
2454,2015-06-04,daging sapi,Daging-dagingan
4437,2015-09-10,ikan lele,Ikan Segar
1685,2015-03-30,gurita,Ikan Segar
2349,2015-02-26,sosis,Makanan dan Minuman
1463,2015-12-24,sosis,Makanan dan Minuman
3470,2015-02-19,pare,Sayuran
4914,2015-11-29,susu sapi,Makanan dan Minuman
2448,2015-08-31,sosis,Makanan dan Minuman
3387,2015-10-05,soda,Bahan dan Bumbu Makanan
3167,2015-04-11,soda,Bahan dan Bumbu Makanan
3175,2015-03-17,sosis,Makanan dan Minuman
2678,2015-09-21,beri,Buah-buahan
4627,2015-12-18,wortel,Sayuran
1773,2015-10-17,sosis,Makanan dan Minuman
3100,2015-05-23,sosis,Makanan dan Minuman
3232,2015-05-29,beri,Buah-buahan
3673,2015-12-08,sosis,Makanan dan Minuman
4068,2015-11-19,penyedap rasa,Bahan dan Bumbu Makanan
2340,2015-07-10,ikan beku,Ikan Segar
1930,2015-01-03,apel,Buah-buahan
3526,2015-02-06,daging sapi,Daging-dagingan
1617,2015-10-02,roti bolu,Makanan dan Minuman
1028,2015-11-07,cokelat,Buah-buahan
4440,2015-01-12,bawang bombai,Sayuran
3554,2015-07-23,buah jeruk,Buah-buahan
1632,2015-12-15,bawang merah,Sayuran
1429,2015-07-02,susu sapi,Makanan dan Minuman
1225,2015-05-20,gula,Bahan dan Bumbu Makanan
2509,2015-07-15,kerang,Ikan Segar
4945,2015-02-08,bayam,Sayuran
4342,2015-03-18,susu sapi,Makanan dan Minuman
1832,2015-09-28,ikan lele,Ikan Segar
1518,2015-06-21,apel,Buah-buahan
1512,2015-09-20,daging ayam,Daging-dagingan
4818,2015-03-20,bayam,Sayuran
4686,2015-08-19,sosis,Makanan dan Minuman
4986,2015-01-02,susu sapi,Makanan dan Minuman
2755,2015-06-02,roti bolu,Makanan dan Minuman
4532,2015-11-29,kangkung,Sayuran
2070,2015-08-16,kacang telur,Makanan dan Minuman
1894,2015-09-05,melon,Buah-buahan
3473,2015-01-25,susu sapi,Makanan dan Minuman
2140,2015-09-28,bawang merah,Sayuran
3286,2015-12-23,mie instan,Bahan dan Bumbu Makanan
4729,2015-08-04,garam,Bahan dan Bumbu Makanan
3204,2015-02-20,apel,Buah-buahan
1574,2015-04-18,bayam,Sayuran
3361,2015-07-22,cokelat,Buah-buahan
1776,2015-02-25,kacang telur,Makanan dan Minuman
2009,2015-11-10,apel,Buah-buahan
3479,2015-03-24,sosis,Makanan dan Minuman
2394,2015-11-22,mentega,Bahan dan Bumbu Makanan
1337,2015-12-25,bayam,Sayuran
3574,2015-06-13,apel,Buah-buahan
1727,2015-07-18,buah jeruk,Buah-buahan
1016,2015-05-10,susu sapi uht,Makanan dan Minuman
4326,2015-01-21,daging sapi,Daging-dagingan
2212,2015-09-22,melon,Buah-buahan
1990,2015-01-08,buah jeruk,Buah-buahan
3836,2015-06-12,yogurt,Makanan dan Minuman
4560,2015-01-07,kepiting,Ikan Segar
1119,2015-04-02,anggur,Buah-buahan
1379,2015-05-18,ikan lele,Ikan Segar
1658,2015-03-09,sosis,Makanan dan Minuman
2948,2015-06-16,sosis,Makanan dan Minuman
1273,2015-04-05,pemanis buatan,Bahan dan Bumbu Makanan
1155,2015-12-27,sosis,Makanan dan Minuman
1672,2015-05-02,nanas,Buah-buahan
3841,2015-02-04,sosis,Makanan dan Minuman
1683,2015-08-20,susu sapi,Makanan dan Minuman
1774,2015-07-08,minyak goreng,Bahan dan Bumbu Makanan
4441,2015-06-17,kentang,Sayuran
1929,2015-02-05,daging ayam,Daging-dagingan
1273,2015-01-31,ikan lele,Ikan Segar
2920,2015-11-10,buah jeruk,Buah-buahan
2467,2015-04-18,ikan tuna,Ikan Segar
2678,2015-11-28,bubuk lada,Bahan dan Bumbu Makanan
3423,2015-02-06,sosis,Makanan dan Minuman
4223,2015-07-19,buah jeruk,Buah-buahan
2846,2015-09-23,bayam,Sayuran
4103,2015-07-26,daging ayam,Daging-dagingan
4789,2015-02-05,kacang telur,Makanan dan Minuman
4916,2015-02-26,ikan lele,Ikan Segar
2518,2015-03-05,ikan lele,Ikan Segar
2622,2015-07-03,bawang merah,Sayuran
4321,2015-01-29,apel,Buah-buahan
2050,2015-06-28,tepung beras,Bahan dan Bumbu Makanan
2146,2015-06-20,beri,Buah-buahan
3938,2015-05-26,beri,Buah-buahan
1636,2015-09-19,roti bolu,Makanan dan Minuman
4694,2015-07-29,kacang telur,Makanan dan Minuman
2432,2015-07-07,kopi,Makanan dan Minuman
4937,2015-05-18,susu sapi,Makanan dan Minuman
1293,2015-01-03,susu sapi,Makanan dan Minuman
2883,2015-02-17,buah jeruk,Buah-buahan
2267,2015-01-30,daging sapi,Daging-dagingan
3997,2015-09-06,ikan lele,Ikan Segar
4792,2015-07-20,jahe,Bahan dan Bumbu Makanan
2292,2015-03-25,margarin,Bahan dan Bumbu Makanan
1018,2015-05-23,ikan sarden,Ikan Segar
4922,2015-02-13,daging sapi,Daging-dagingan
3151,2015-09-25,air mineral,Makanan dan Minuman
2517,2015-04-07,nanas,Buah-buahan
1499,2015-05-17,susu sapi,Makanan dan Minuman
4993,2015-01-21,cokelat,Buah-buahan
1606,2015-11-11,sosis,Makanan dan Minuman
2918,2015-10-08,susu sapi,Makanan dan Minuman
1815,2015-01-13,sosis,Makanan dan Minuman
4524,2015-05-07,anggur,Buah-buahan
1395,2015-11-06,roti cokelat,Makanan dan Minuman
3456,2015-06-16,pare,Sayuran
1597,2015-05-02,susu sapi uht,Makanan dan Minuman
2315,2015-02-05,bawang merah,Sayuran
4095,2015-09-29,daging sapi,Daging-dagingan
3680,2015-11-24,ikan lele,Ikan Segar
2847,2015-11-23,wortel,Sayuran
3426,2015-10-25,yogurt,Makanan dan Minuman
4750,2015-04-08,yogurt,Makanan dan Minuman
1384,2015-09-08,nanas,Buah-buahan
3120,2015-09-08,daging sapi,Daging-dagingan
1081,2015-04-25,kopi,Makanan dan Minuman
1171,2015-05-05,air mineral,Makanan dan Minuman
4932,2015-08-07,kepiting,Ikan Segar
4189,2015-11-09,sosis,Makanan dan Minuman
4455,2015-09-09,bubur instan,Makanan dan Minuman
2928,2015-11-02,ikan lele,Ikan Segar
4817,2015-03-18,sosis,Makanan dan Minuman
4257,2015-06-28,kacang telur,Makanan dan Minuman
4254,2015-07-20,pare,Sayuran
4071,2015-09-19,sosis,Makanan dan Minuman
2109,2015-10-28,sosis,Makanan dan Minuman
1412,2015-05-07,pare,Sayuran
4088,2015-09-23,sawi,Sayuran
4056,2015-10-20,apel,Buah-buahan
4441,2015-05-05,anggur,Buah-buahan
4363,2015-01-07,susu sapi,Makanan dan Minuman
2107,2015-11-27,sosis,Makanan dan Minuman
2941,2015-02-23,beras,Bahan dan Bumbu Makanan
1497,2015-07-26,bubur instan,Makanan dan Minuman
2211,2015-01-01,mentega,Bahan dan Bumbu Makanan
3510,2015-02-01,sosis,Makanan dan Minuman
4074,2015-05-27,ikan lele,Ikan Segar
3190,2015-11-21,susu sapi,Makanan dan Minuman
2297,2015-01-03,roti cokelat,Makanan dan Minuman
3311,2015-01-07,ikan beku,Ikan Segar
3085,2015-01-21,soda,Bahan dan Bumbu Makanan
3693,2015-11-16,susu sapi,Makanan dan Minuman
4859,2015-07-07,ikan lele,Ikan Segar
2125,2015-06-25,tepung beras,Bahan dan Bumbu Makanan
2261,2015-04-04,sosis,Makanan dan Minuman
3679,2015-11-27,anggur,Buah-buahan
4165,2015-08-18,sosis,Makanan dan Minuman
3538,2015-01-03,buah jeruk,Buah-buahan
3913,2015-02-19,daging sapi,Daging-dagingan
2336,2015-04-14,ikan bandeng,Ikan Segar
3549,2015-01-08,daging sapi,Daging-dagingan
4434,2015-09-21,daging sapi,Daging-dagingan
2854,2015-08-02,bayam,Sayuran
3413,2015-08-02,sosis,Makanan dan Minuman
1780,2015-10-13,ikan kaleng,Ikan Segar
2899,2015-06-09,sosis,Makanan dan Minuman
2106,2015-08-13,air mineral,Makanan dan Minuman
3929,2015-07-30,kunyit,Bahan dan Bumbu Makanan
3857,2015-01-10,air mineral,Makanan dan Minuman
4459,2015-12-18,air mineral,Makanan dan Minuman
4551,2015-07-28,daging ayam,Daging-dagingan
4042,2015-12-17,sosis,Makanan dan Minuman
2599,2015-06-05,daging ayam,Daging-dagingan
1045,2015-11-25,daging ayam,Daging-dagingan
4677,2015-01-24,mentega,Bahan dan Bumbu Makanan
1580,2015-06-14,buah jeruk,Buah-buahan
3269,2015-07-10,tepung beras,Bahan dan Bumbu Makanan
4368,2015-01-29,sosis,Makanan dan Minuman
1111,2015-11-20,daging sapi,Daging-dagingan
4841,2015-09-13,daging ayam,Daging-dagingan
3047,2015-07-09,sosis,Makanan dan Minuman
4349,2015-03-14,buah jeruk,Buah-buahan
3580,2015-11-24,kacang telur,Makanan dan Minuman
2370,2015-07-18,cokelat,Buah-buahan
3094,2015-06-28,sosis,Makanan dan Minuman
1146,2015-12-09,ikan lele,Ikan Segar
2287,2015-12-16,susu sapi uht,Makanan dan Minuman
3911,2015-08-23,susu sapi uht,Makanan dan Minuman
4891,2015-04-19,cumi-cumi,Ikan Segar
4837,2015-02-12,buah jeruk,Buah-buahan
4464,2015-10-21,sosis,Makanan dan Minuman
2940,2015-10-18,sosis,Makanan dan Minuman
4972,2015-06-02,buah jeruk,Buah-buahan
4890,2015-03-07,daging sapi,Daging-dagingan
4295,2015-07-17,daging sapi,Daging-dagingan
2729,2015-09-24,air mineral,Makanan dan Minuman
1125,2015-11-19,jagung,Sayuran
1850,2015-11-01,apel,Buah-buahan
2928,2015-09-22,sosis,Makanan dan Minuman
3717,2015-05-30,kerang,Ikan Segar
3809,2015-03-24,soda,Bahan dan Bumbu Makanan
3437,2015-02-02,sosis,Makanan dan Minuman
1481,2015-01-17,yogurt,Makanan dan Minuman
1050,2015-04-05,daging sapi,Daging-dagingan
2918,2015-03-16,anggur,Buah-buahan
4499,2015-08-08,susu sapi uht,Makanan dan Minuman
4117,2015-06-01,roti cokelat,Makanan dan Minuman
